         Part Number       Quantity   Unit Cost  Unit Price     Total Cost    Total Price
            83582158              67        22.44        26.30         1503.48         1762.10
            62159876              47        12.63        17.34          593.61          814.98
            56222908              32        15.37        20.22          491.84          647.04
            83480974              83        23.94        29.53         1987.02         2450.99
            81106814               9        12.55        17.38          112.95          156.42
            76601028              28        21.49        25.62          601.72          717.36
            23375463              13        15.85        20.15          206.05          261.95
            15183855              18        24.59        29.80          442.62          536.40
            43210345              76        11.33        14.55          861.08         1105.80
            54221156              93        13.04        18.12         1212.72         1685.16
            39341800              25        24.32        29.58          608.00          739.50
            56030075              46        18.62        22.81          856.52         1049.26
            79891110               8        10.47        16.15           83.76          129.20
            58609625               1        23.58        27.78           23.58           27.78
            82887766              39        16.82        21.55          655.98          840.45
            46288741              98        26.86        32.62         2632.28         3196.76
            49013255              89        18.32        24.27         1630.48         2160.03
            29257517              83        10.76        13.93          893.08         1156.19
            69384947              99        12.41        16.75         1228.59         1658.25
            84777768              66        11.40        14.53          752.40          958.98
            17559533              50        24.91        30.57         1245.50         1528.50
            65853384              51        18.67        22.56          952.17         1150.56
            76502369               7        12.35        16.47           86.45          115.29
            61677125              39        27.05        32.57         1054.95         1270.23
            60289116               3        14.50        18.91           43.50           56.73
            59333352              73        25.88        29.43         1889.24         2148.39
            34850784              89        12.43        15.68         1106.27         1395.52
            79153401              57        24.13        27.24         1375.41         1552.68
            83361455              50        10.14        16.07          507.00          803.50
            40749682              96        14.45        19.50         1387.20         1872.00
            30174319              22        29.51        33.43          649.22          735.46
            44560715              50        13.19        17.67          659.50          883.50
            32895121              61        28.99        32.57         1768.39         1986.77
            41555059              44        27.38        32.97         1204.72         1450.68
            58038988              62        13.42        17.69          832.04         1096.78
            70937179              64        12.78        17.75          817.92         1136.00
            44735928               9        27.18        31.76          244.62          285.84
            69865581              94        21.26        26.45         1998.44         2486.30
            61965647              88        24.88        29.03         2189.44         2554.64
            42145649              30        19.23        24.90          576.90          747.00
            88550476              20        21.62        24.86          432.40          497.20
            60384491              55        28.17        32.53         1549.35         1789.15
            62481686              38        27.38        31.15         1040.44         1183.70
            71852096              57        26.92        30.71         1534.44         1750.47
            80101956              97        23.40        28.25         2269.80         2740.25
            18422552             100        22.06        27.26         2206.00         2726.00
            70811150              90        27.85        33.48         2506.50         3013.20
            60410146              21        26.93        32.34          565.53          679.14
            52555493              21        20.65        25.19          433.65          528.99
            58485457               5        23.64        28.18          118.20          140.90
            83980353              56        20.50        25.99         1148.00         1455.44
            79195238              21        11.38        15.86          238.98          333.06
            77086674              85        18.06        23.88         1535.10         2029.80
            74543762              61        12.57        16.86          766.77         1028.46
            44603982              11        14.04        18.87          154.44          207.57
            85598406              64        10.32        14.12          660.48          903.68
            57301383              68        15.52        21.46         1055.36         1459.28
            32728517              82        15.43        19.58         1265.26         1605.56
            55000517              95        11.84        15.36         1124.80         1459.20
            69855441              96        15.56        18.77         1493.76         1801.92
            40160899              46        10.83        14.53          498.18          668.38
            19121129              99        11.37        14.84         1125.63         1469.16
            31641263              48        20.95        26.17         1005.60         1256.16
            69730813              84        12.39        17.64         1040.76         1481.76
            50536431              89        26.48        29.98         2356.72         2668.22
            28560733              85        29.66        34.80         2521.10         2958.00
            49996948              32        21.50        26.64          688.00          852.48
            45136408               2        12.71        15.71           25.42           31.42
            44481271              78        27.03        32.21         2108.34         2512.38
            53904146              33        29.37        35.22          969.21         1162.26
            29257517              83        10.76        13.93          893.08         1156.19
            62111634               1        16.41        19.97           16.41           19.97
            29134137              49        13.61        18.81          666.89          921.69
            37511487              37        25.77        30.34          953.49         1122.58
            34549045               7        13.67        16.67           95.69          116.69
            60683021               2        18.36        23.75           36.72           47.50
            86012790               1        11.18        15.75           11.18           15.75
            35537534              60        27.18        32.16         1630.80         1929.60
            64002588              59        20.18        24.44         1190.62         1441.96
            79065482              77        15.63        21.13         1203.51         1627.01
            43548519              44        13.50        16.95          594.00          745.80
            78407458               4        16.28        21.33           65.12           85.32
            57630177              38        26.52        29.81         1007.76         1132.78
            76601028              28        21.49        25.62          601.72          717.36
            77465093              70        16.94        22.83         1185.80         1598.10
            21094940              53        12.59        17.31          667.27          917.43
            14947415              10        16.17        21.10          161.70          211.00
            23026496              35        20.95        24.90          733.25          871.50
            78023688              28        29.67        35.41          830.76          991.48
            66028170              21        17.59        23.57          369.39          494.97
            46288741              98        26.86        32.62         2632.28         3196.76
            74877073              90        19.64        22.65         1767.60         2038.50
            75724437              74        23.26        26.87         1721.24         1988.38
            27572106              22        25.71        31.56          565.62          694.32
            66314342              42        21.79        27.58          915.18         1158.36
            15963630               5        29.36        32.93          146.80          164.65
            59802180              33        13.26        17.79          437.58          587.07
            34751590              46        12.60        16.52          579.60          759.92
            22231544              65        23.11        28.16         1502.15         1830.40
            77086936              79        19.91        25.81         1572.89         2038.99
            31650412              77        28.82        32.43         2219.14         2497.11
            77430412              70        29.20        34.45         2044.00         2411.50
            13258730              62        19.61        24.99         1215.82         1549.38
            71327423              62        27.16        31.77         1683.92         1969.74
            22442765              20        14.24        18.39          284.80          367.80
            31187804              66        20.23        25.46         1335.18         1680.36
            22307784              99        14.22        19.97         1407.78         1977.03
            65237455              56        12.63        17.39          707.28          973.84
            35390230              73        26.80        31.99         1956.40         2335.27
            51138886              14        29.87        34.45          418.18          482.30
            75529079              28        29.27        33.08          819.56          926.24
            57739204               1        23.02        27.52           23.02           27.52
            57667879              22        16.21        22.04          356.62          484.88
            72587977              76        24.53        29.75         1864.28         2261.00
            29691501              57        22.78        28.28         1298.46         1611.96
            66125098              44        22.44        28.41          987.36         1250.04
            32945551              21        21.25        26.10          446.25          548.10
            84179853              47        12.93        18.61          607.71          874.67
            85941566              18        21.95        27.00          395.10          486.00
            34092153               3        23.76        29.20           71.28           87.60
            79900665              22        21.35        24.99          469.70          549.78
            43051474              81        20.39        25.20         1651.59         2041.20
            50743173              92        24.91        29.66         2291.72         2728.72
            75630018              41        10.08        15.68          413.28          642.88
            83582158              67        22.44        26.30         1503.48         1762.10
            81781879              98        21.13        24.15         2070.74         2366.70
            34763532              86        15.68        21.17         1348.48         1820.62
            59189425              89        22.54        27.43         2006.06         2441.27
            23180207              23        21.63        25.79          497.49          593.17
            49263193              93        29.39        34.89         2733.27         3244.77
            56222908              32        15.37        20.22          491.84          647.04
            11587650              37        10.76        14.92          398.12          552.04
            29884085              52        26.47        30.46         1376.44         1583.92
            74375297              31        12.28        18.21          380.68          564.51
            32827437               8        20.49        24.73          163.92          197.84
            41818150              51        13.22        18.99          674.22          968.49
            33483040              55        24.25        28.48         1333.75         1566.40
            53717044              66        16.04        20.59         1058.64         1358.94
            23375463              13        15.85        20.15          206.05          261.95
            15039599               1        21.53        26.95           21.53           26.95
            54404663              50        25.23        29.16         1261.50         1458.00
            66955027              45        26.73        30.99         1202.85         1394.55
            44735928               9        27.18        31.76          244.62          285.84
            68849001              21        11.90        15.56          249.90          326.76
            50317035              30        22.64        25.68          679.20          770.40
            16618211              24        17.44        20.78          418.56          498.72
            50019335              63        18.86        23.04         1188.18         1451.52
            54366510              24        13.73        18.58          329.52          445.92
            36760711              52        18.94        23.46          984.88         1219.92
            76254359              49        10.58        14.73          518.42          721.77
            83762728              45        22.25        25.31         1001.25         1138.95
            32407988              15        28.85        34.65          432.75          519.75
            73556705              24        21.20        25.96          508.80          623.04
            41989446              16        22.21        27.26          355.36          436.16
            87209284              91        27.20        31.42         2475.20         2859.22
            31050885              78        18.33        21.95         1429.74         1712.10
            34171236              19        24.01        29.29          456.19          556.51
            63798705              29        25.13        30.85          728.77          894.65
            54404663              50        25.23        29.16         1261.50         1458.00
            54221156              93        13.04        18.12         1212.72         1685.16
            28166727               8        17.58        23.34          140.64          186.72
            53972005              43        22.81        28.51          980.83         1225.93
            21523085              56        18.54        22.90         1038.24         1282.40
            28232368              63        19.07        23.98         1201.41         1510.74
            88189478              86        15.24        19.55         1310.64         1681.30
            38917581              77        26.47        31.07         2038.19         2392.39
            59474045              55        11.99        16.72          659.45          919.60
            43436020              40        25.86        30.99         1034.40         1239.60
            65915441              71        18.19        24.01         1291.49         1704.71
            62839762              93        14.75        20.19         1371.75         1877.67
            39421903              19        10.45        16.29          198.55          309.51
            31761910              89        17.84        23.01         1587.76         2047.89
            27176633              51        12.76        16.22          650.76          827.22
            79902221              71        22.07        25.66         1566.97         1821.86
            52392582              78        16.69        20.31         1301.82         1584.18
            76254359              49        10.58        14.73          518.42          721.77
            18982295              44        21.43        25.71          942.92         1131.24
            79334055              46        26.54        30.77         1220.84         1415.42
            50317035              30        22.64        25.68          679.20          770.40
            18082546              53        23.34        29.03         1237.02         1538.59
            39635549               8        28.02        33.32          224.16          266.56
            83234292              26        23.80        29.24          618.80          760.24
            39635549               8        28.02        33.32          224.16          266.56
            11531675              85        10.99        16.11          934.15         1369.35
            28069210              27        12.45        16.94          336.15          457.38
            50036717               8        24.69        28.73          197.52          229.84
            78629863               8        24.51        28.31          196.08          226.48
            22387159              81        13.54        19.15         1096.74         1551.15
            50036717               8        24.69        28.73          197.52          229.84
            79490708              84        10.37        15.25          871.08         1281.00
            37511487              37        25.77        30.34          953.49         1122.58
            41989446              16        22.21        27.26          355.36          436.16
            17800899              16        22.20        26.01          355.20          416.16
            79902221              71        22.07        25.66         1566.97         1821.86
            43436020              40        25.86        30.99         1034.40         1239.60
            42578554              20        17.59        21.44          351.80          428.80
            56886748              18        24.94        30.92          448.92          556.56
            21523085              56        18.54        22.90         1038.24         1282.40
            61299263              98        29.11        33.01         2852.78         3234.98
            63798705              29        25.13        30.85          728.77          894.65
            15039599               1        21.53        26.95           21.53           26.95
            54366510              24        13.73        18.58          329.52          445.92
            32407988              15        28.85        34.65          432.75          519.75
            50019335              63        18.86        23.04         1188.18         1451.52
            68849001              21        11.90        15.56          249.90          326.76
            30418386              42        23.72        28.11          996.24         1180.62
            66955027              45        26.73        30.99         1202.85         1394.55
            79153401              57        24.13        27.24         1375.41         1552.68
            35539581              17        16.74        22.13          284.58          376.21
            23375463              13        15.85        20.15          206.05          261.95
            60289116               3        14.50        18.91           43.50           56.73
            77445705              30        29.18        33.65          875.40         1009.50
            77514121              29        23.08        26.38          669.32          765.02
            84666631              32        28.79        34.75          921.28         1112.00
            28560733              85        29.66        34.80         2521.10         2958.00
            77803747              70        26.72        29.74         1870.40         2081.80
            58810322               4        19.17        25.03           76.68          100.12
            41721415              31        12.02        17.97          372.62          557.07
            70937179              64        12.78        17.75          817.92         1136.00
            70811150              90        27.85        33.48         2506.50         3013.20
            73324460              35        13.12        18.60          459.20          651.00
            70401508              98        28.82        34.04         2824.36         3335.92
            53518629              69        11.66        17.49          804.54         1206.81
            24718062              29        24.71        30.57          716.59          886.53
            25372090              93        17.27        22.99         1606.11         2138.07
            73833666              69        21.75        26.11         1500.75         1801.59
            80437590              89        12.47        17.70         1109.83         1575.30
            64002588              59        20.18        24.44         1190.62         1441.96
            54667311              34        13.30        17.40          452.20          591.60
            49300488              61        10.69        16.28          652.09          993.08
            54979164              83        21.06        25.15         1747.98         2087.45
            14947415              10        16.17        21.10          161.70          211.00
            78023688              28        29.67        35.41          830.76          991.48
            53904146              33        29.37        35.22          969.21         1162.26
            43548519              44        13.50        16.95          594.00          745.80
            62028894              95        28.44        33.25         2701.80         3158.75
            64349453              14        18.46        23.84          258.44          333.76
            21291543              84        21.88        27.76         1837.92         2331.84
            65014865              54        28.95        34.28         1563.30         1851.12
            45136408               2        12.71        15.71           25.42           31.42
            36473623              16        15.21        19.89          243.36          318.24
            75724437              74        23.26        26.87         1721.24         1988.38
            67167784               7        20.82        24.08          145.74          168.56
            44544249               3        26.55        30.19           79.65           90.57
            15963630               5        29.36        32.93          146.80          164.65
            32216703              97        23.12        28.83         2242.64         2796.51
            69358897              32        23.73        28.73          759.36          919.36
            75529079              28        29.27        33.08          819.56          926.24
            41818150              51        13.22        18.99          674.22          968.49
            22442765              20        14.24        18.39          284.80          367.80
            54979164              83        21.06        25.15         1747.98         2087.45
            62159876              47        12.63        17.34          593.61          814.98
            11587650              37        10.76        14.92          398.12          552.04
            42884653              91        15.56        19.32         1415.96         1758.12
            28458648              97        19.67        22.73         1907.99         2204.81
            66125098              44        22.44        28.41          987.36         1250.04
            32945551              21        21.25        26.10          446.25          548.10
            24388225              28        17.90        22.64          501.20          633.92
            18977685              81        16.39        20.36         1327.59         1649.16
            34092153               3        23.76        29.20           71.28           87.60
            50536431              89        26.48        29.98         2356.72         2668.22
            43051474              81        20.39        25.20         1651.59         2041.20
            14375908              58        15.24        19.87          883.92         1152.46
            29884085              52        26.47        30.46         1376.44         1583.92
            75630018              41        10.08        15.68          413.28          642.88
            34751590              46        12.60        16.52          579.60          759.92
            18059483              19        13.66        17.57          259.54          333.83
            28458648              97        19.67        22.73         1907.99         2204.81
            59189425              89        22.54        27.43         2006.06         2441.27
            31081490               1        20.71        24.06           20.71           24.06
            65014865              54        28.95        34.28         1563.30         1851.12
            79900665              22        21.35        24.99          469.70          549.78
            83582158              67        22.44        26.30         1503.48         1762.10
            21094940              53        12.59        17.31          667.27          917.43
            57667879              22        16.21        22.04          356.62          484.88
            85941566              18        21.95        27.00          395.10          486.00
            34307586              41        18.20        24.14          746.20          989.74
            28232368              63        19.07        23.98         1201.41         1510.74
            23026496              35        20.95        24.90          733.25          871.50
            78039357              82        16.45        22.40         1348.90         1836.80
            81106814               9        12.55        17.38          112.95          156.42
            35262107               8        14.46        19.91          115.68          159.28
            26923610              35        21.70        25.06          759.50          877.10
            56411306              64        10.97        16.64          702.08         1064.96
            73638310              31        14.74        19.35          456.94          599.85
            38944334              93        13.73        18.51         1276.89         1721.43
            81781879              98        21.13        24.15         2070.74         2366.70
            87951178              60        18.19        23.37         1091.40         1402.20
            66992188              85        29.40        33.97         2499.00         2887.45
            78407458               4        16.28        21.33           65.12           85.32
            72587977              76        24.53        29.75         1864.28         2261.00
            47553915              25        19.60        25.24          490.00          631.00
            86578282              36        29.59        33.51         1065.24         1206.36
            39458442              23        20.49        26.06          471.27          599.38
            64853503              41        12.51        16.82          512.91          689.62
            75268158              29        13.03        18.84          377.87          546.36
            31050885              78        18.33        21.95         1429.74         1712.10
            25725760              15        26.82        32.17          402.30          482.55
            71529535              21        27.36        31.04          574.56          651.84
            13258730              62        19.61        24.99         1215.82         1549.38
            81912584              99        26.86        31.94         2659.14         3162.06
            87209284              91        27.20        31.42         2475.20         2859.22
            19121129              99        11.37        14.84         1125.63         1469.16
            27572106              22        25.71        31.56          565.62          694.32
            49559225              94        21.63        27.14         2033.22         2551.16
            55000517              95        11.84        15.36         1124.80         1459.20
            19784361               6        18.19        21.20          109.14          127.20
            58782510              80        21.90        25.49         1752.00         2039.20
            76601028              28        21.49        25.62          601.72          717.36
            13174473              91        29.75        35.68         2707.25         3246.88
            75799058              31        25.89        30.75          802.59          953.25
            16618211              24        17.44        20.78          418.56          498.72
            81252880              16        14.36        18.04          229.76          288.64
            73657743              49        19.68        23.46          964.32         1149.54
            44603982              11        14.04        18.87          154.44          207.57
            46182485              57        11.19        15.73          637.83          896.61
            58339617              68        13.73        18.72          933.64         1272.96
            82701870              86        10.09        15.23          867.74         1309.78
            88189478              86        15.24        19.55         1310.64         1681.30
            37948824              62        25.06        28.67         1553.72         1777.54
            44560715              50        13.19        17.67          659.50          883.50
            80767659              23        26.89        31.88          618.47          733.24
            23180207              23        21.63        25.79          497.49          593.17
            81946005              22        19.90        24.29          437.80          534.38
            73556705              24        21.20        25.96          508.80          623.04
            54221156              93        13.04        18.12         1212.72         1685.16
            50743173              92        24.91        29.66         2291.72         2728.72
            74543762              61        12.57        16.86          766.77         1028.46
            38917581              77        26.47        31.07         2038.19         2392.39
            52715440              86        16.72        20.05         1437.92         1724.30
            63758855              39        11.25        14.70          438.75          573.30
            36386359              60        12.09        17.21          725.40         1032.60
            51138886              14        29.87        34.45          418.18          482.30
            46621097              48        26.37        29.84         1265.76         1432.32
            35390230              73        26.80        31.99         1956.40         2335.27
            24467721               3        15.72        21.71           47.16           65.13
            71327423              62        27.16        31.77         1683.92         1969.74
            62839762              93        14.75        20.19         1371.75         1877.67
            64463514               1        15.90        19.22           15.90           19.22
            21340084              74        23.88        29.40         1767.12         2175.60
            31650412              77        28.82        32.43         2219.14         2497.11
            34311148              62        12.77        18.19          791.74         1127.78
            36990628              49        28.67        33.09         1404.83         1621.41
            16643747              76        20.80        26.65         1580.80         2025.40
            27176633              51        12.76        16.22          650.76          827.22
            59734200              12        25.75        31.22          309.00          374.64
            31081490               1        20.71        24.06           20.71           24.06
            46288741              98        26.86        32.62         2632.28         3196.76
            59802180              33        13.26        17.79          437.58          587.07
            43941327              31        12.59        16.54          390.29          512.74
            84179853              47        12.93        18.61          607.71          874.67
            56222908              32        15.37        20.22          491.84          647.04
            60410146              21        26.93        32.34          565.53          679.14
            71387635              81        14.74        17.92         1193.94         1451.52
            49996948              32        21.50        26.64          688.00          852.48
            80203561               4        28.03        32.89          112.12          131.56
            24955147             100        15.08        20.76         1508.00         2076.00
            59142280              97        20.84        25.19         2021.48         2443.43
            39341800              25        24.32        29.58          608.00          739.50
            79334055              46        26.54        30.77         1220.84         1415.42
            49142030              36        23.15        28.01          833.40         1008.36
            18982295              44        21.43        25.71          942.92         1131.24
            57978117              10        28.15        33.61          281.50          336.10
            80084832              35        23.91        28.79          836.85         1007.65
            26383509              27        22.91        27.15          618.57          733.05
            80858072              98        13.32        16.89         1305.36         1655.22
            44493871              38        21.74        24.88          826.12          945.44
            83740526              23        19.56        22.59          449.88          519.57
            60123854              80        22.90        26.34         1832.00         2107.20
            31187804              66        20.23        25.46         1335.18         1680.36
            81982758              56        10.68        14.84          598.08          831.04
            79891110               8        10.47        16.15           83.76          129.20
            86767861              93        16.94        22.43         1575.42         2085.99
            29691501              57        22.78        28.28         1298.46         1611.96
            82887766              39        16.82        21.55          655.98          840.45
            54036898              68        10.71        13.78          728.28          937.04
            34763532              86        15.68        21.17         1348.48         1820.62
            86202831              47        29.26        35.23         1375.22         1655.81
            22307784              99        14.22        19.97         1407.78         1977.03
            40171345              51        17.93        21.06          914.43         1074.06
            35537534              60        27.18        32.16         1630.80         1929.60
            66314342              42        21.79        27.58          915.18         1158.36
            14578137              41        16.99        21.27          696.59          872.07
            66028170              21        17.59        23.57          369.39          494.97
            16768461              35        10.07        15.28          352.45          534.80
            80101873              62        28.13        32.28         1744.06         2001.36
            57630177              38        26.52        29.81         1007.76         1132.78
            35141667              98        21.15        26.43         2072.70         2590.14
            74375297              31        12.28        18.21          380.68          564.51
            44481271              78        27.03        32.21         2108.34         2512.38
            31665020              26        15.76        18.78          409.76          488.28
            86012790               1        11.18        15.75           11.18           15.75
            18398033              13        29.16        32.22          379.08          418.86
            28342656               2        26.18        30.82           52.36           61.64
            49045379              25        14.14        19.04          353.50          476.00
            77430412              70        29.20        34.45         2044.00         2411.50
            16224831              41        11.63        16.47          476.83          675.27
            62111634               1        16.41        19.97           16.41           19.97
            40095023              62        18.63        24.31         1155.06         1507.22
            32895121              61        28.99        32.57         1768.39         1986.77
            44735928               9        27.18        31.76          244.62          285.84
            88452976              45        13.45        17.83          605.25          802.35
            85525597              18        17.05        22.42          306.90          403.56
            70178351               1        19.18        24.56           19.18           24.56
            56030075              46        18.62        22.81          856.52         1049.26
            22231544              65        23.11        28.16         1502.15         1830.40
            53016903              16        11.19        15.79          179.04          252.64
            71852096              57        26.92        30.71         1534.44         1750.47
            40160899              46        10.83        14.53          498.18          668.38
            88563106              11        11.74        16.01          129.14          176.11
            32728517              82        15.43        19.58         1265.26         1605.56
            58485457               5        23.64        28.18          118.20          140.90
            72874936               5        18.34        22.96           91.70          114.80
            67317709              16        10.27        15.03          164.32          240.48
            88301639              13        23.37        27.32          303.81          355.16
            53717044              66        16.04        20.59         1058.64         1358.94
            85598406              64        10.32        14.12          660.48          903.68
            43984612              76        25.76        31.51         1957.76         2394.76
            79195238              21        11.38        15.86          238.98          333.06
            69855441              96        15.56        18.77         1493.76         1801.92
            43210345              76        11.33        14.55          861.08         1105.80
            56827836              55        15.74        20.17          865.70         1109.35
            44137228              61        23.26        27.46         1418.86         1675.06
            50134836               8        27.71        31.48          221.68          251.84
            22662424               1        11.84        15.28           11.84           15.28
            58759637              78        15.20        18.21         1185.60         1420.38
            31641263              48        20.95        26.17         1005.60         1256.16
            37195393              94        25.99        29.97         2443.06         2817.18
            69730813              84        12.39        17.64         1040.76         1481.76
            80101956              97        23.40        28.25         2269.80         2740.25
            58045576              64        10.51        16.20          672.64         1036.80
            77086674              85        18.06        23.88         1535.10         2029.80
            18870895              77        22.80        26.50         1755.60         2040.50
            77643941              27        13.18        16.62          355.86          448.74
            77086936              79        19.91        25.81         1572.89         2038.99
            83480974              83        23.94        29.53         1987.02         2450.99
            60683021               2        18.36        23.75           36.72           47.50
            37413158              28        28.57        33.34          799.96          933.52
            88550476              20        21.62        24.86          432.40          497.20
            29134137              49        13.61        18.81          666.89          921.69
            85525597              18        17.05        22.42          306.90          403.56
            40749682              96        14.45        19.50         1387.20         1872.00
            61965647              88        24.88        29.03         2189.44         2554.64
            15555649              71        18.67        22.08         1325.57         1567.68
            41555059              44        27.38        32.97         1204.72         1450.68
            17692750              97        18.54        23.26         1798.38         2256.22
            52968876              99        11.77        17.62         1165.23         1744.38
            30174319              22        29.51        33.43          649.22          735.46
            36760711              52        18.94        23.46          984.88         1219.92
            49263193              93        29.39        34.89         2733.27         3244.77
            65537294              64        21.96        27.57         1405.44         1764.48
            76502369               7        12.35        16.47           86.45          115.29
            74877073              90        19.64        22.65         1767.60         2038.50
            50310242              84        10.30        13.80          865.20         1159.20
            34549045               7        13.67        16.67           95.69          116.69
            27470967              10        16.17        20.36          161.70          203.60
            79065482              77        15.63        21.13         1203.51         1627.01
            35071419              50        18.92        22.88          946.00         1144.00
            52614745              37        22.62        28.25          836.94         1045.25
            77189549              21        21.15        24.64          444.15          517.44
            82011078              13        18.39        23.28          239.07          302.64
            75541722              78        22.80        25.97         1778.40         2025.66
            17559533              50        24.91        30.57         1245.50         1528.50
            22877827               6        16.46        21.19           98.76          127.14
            38334221               7        26.57        32.06          185.99          224.42
            62283911               7        15.50        21.11          108.50          147.77
            63689991              40        26.49        31.87         1059.60         1274.80
            61677125              39        27.05        32.57         1054.95         1270.23
            29257517              83        10.76        13.93          893.08         1156.19
            20766559              15        17.28        21.88          259.20          328.20
            74497902              82        20.00        23.21         1640.00         1903.22
            59333352              73        25.88        29.43         1889.24         2148.39
            32913509              42        11.94        16.43          501.48          690.06
            56886748              18        24.94        30.92          448.92          556.56
